asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime
B007XYIGR0,"[0, 0]",5,"This was book 2 in the mind reader series. I enjoyed this book and couldn't wait for the last book to come out. Had to find out what happens in the end.  Cameron meets Maddox in this book. He claims to have been sent United States, Cameron realizes she can trust Maddox.","08 23, 2013",A2F9UEC1E9SAII,cassie,I need book three!!!!,1377216000
B004DNWSZA,"[2, 5]",3,This is rated a Christian book but I'm not entirely sure why.  Right from the start the author spends a lot of time describing how the two main characters feel about each others'  bodies.  A bit more and it would have rated as a Harlequin.  The story line is great and redeeming but I really didn't need all that information.,"03 8, 2013",A29QADGNKYD9I6,"Lisa DeGraw ""Lisa""",Less description would have been better,1362700800
B005LQ8XXO,"[0, 0]",4,"A delightful fresh story with enough suspense to keep you guessing and enough emotion and tender moments for Hope and Caleb.  A religious story, not my usual read but I enjoyed it justthe same.","09 24, 2013",A1VIEI9C8NEEU9,BlueEyes,Suspense and new love,1379980800
B0064BYJN8,"[0, 0]",5,"good content, well written, each page brought more interesting material, really held my attention. I would recommend this as a good read for anyone.","10 14, 2012",A1VDBDD2R0MY4V,Kindle Customer,the bridge,1350172800
B00JVWZH24,"[3, 3]",5,"This Review so far is on Elaine Chases's : DOUBLE OCCUPANCY (Romantic Comedy)I Will try to get more reviews done soon of the other authors books..if they are as good as Elaine's Book.. It will be a Hot Time for a Week of Reading!!Casey Reynolds is Crime Reporter needs a VACATION!! Where better to go than south to a &#34;Quiet&#34; Beach side villa in Mexico (free to use thanks to her &#34;Boss&#34;) to rest, be alone and work on her novel. Then the first Morning she gets up and finds &#34;HIM&#34; Travis Craig, a broke unemployed Hunk of a teacher..recuperating from an illness at the villa with permission of the co-owner (Matt) of the villa. Travis lays a &#34;Sizzling Lip Lock&#34; on her right away under the mistaken idea she's the &#34;Surprise&#34; Matt said he's find. Travis is &#34;Lucky&#34; Casey didn't deck him when she came to her senses..Casey isn't a little petite and she is NOT thin, clueless, virginal or submissive. But she's got gorgeous green eyes and long shapely legs and the curves all in the right places along with a Pulitzer Award for her newspaper journalism writing! But she has a soft spot in her heart for those down and out..But...Somethings got to give !! And WOW DO They BOTH GIVE!! Favorite line from story is: At his snicker, Casey squared her shoulders. &#34;Don't even go there, mister. I am not PMS'ing, contrary to your masculine brain. I never have PMS and the pills I take only give you a period three times a year and I'm not due for another three months.&#34; Her hand slapped over her mouth. &#34;Oh, my God, you have successfully driven me insane!&#34; It's HOT&#60; SEXY&#60; EROTIC&#60; FUN&#60; WITTY AND AN ALL AROUND WONDERFUL STORY ! Elaine &#34;Hit this one out of the Park&#34; as Casey's Dad wold have said !! Get your copy today..Better than 50 Shades of Grey ! And she's got More Fantastic Books to Read (One Way or Another, No Easy Way Out, and Best Laid Plans)DOUBLE OCCUPANCY","05 14, 2014",A1D0UBATVG8SGL,"Jane- Happy Camper ""HAPPY CAMPER""",WOW..Somebody please turn up the air conditioning!!,1400025600
B00CK0FXCS,"[0, 0]",5,"Take slow moving, add a touch of humor and a plot that's tried and true and you have a great cosy.  Loved the characters, the bookmobile and story.","06 22, 2014",A136VAVDIU9DOU,"Msth ""sth""",Fun,1403395200
B0099THKBU,"[1, 4]",4,This is a nice novella about a girl who finds herself looking for a place to live and winds up finding love.,"01 1, 2013",A35YSF8EMD1TDJ,Caitlin,A nice novella,1356998400
B00CMXK8C8,"[0, 0]",5,"Businesses are built or broken on their business plans. I know. I have started and operated over five different businesses since I was 18. I am a lifer entrepreneur.Out of all the businesses I opened, the one that succeeded the most had a very detailed and efficient business plan. Business Plans That Work comes at it from a completely different angle. Instead of designing a ""dream"" it teaches you how to go from concept to reality. It is like a real-time approach to the changing business environments that start ups are bound to face.This is so simple I can't believe I have never seen this before. I am glad I found this book as I am just about to launch a business with a friend of mine. Thanks for writing this book.","05 14, 2013",A17S8K2BAPGTSO,Inittowinit,Business Plans For Our Times,1368489600
B005VE3XI6,"[0, 0]",5,I loved the book and enjoyed how Blake mellowed over time. I have no idea where one of the reviews thought this book was as terrible! The main characters are strong and he had you hanging on every word.,"02 23, 2014",A3EMQF7XD7JL3D,Earthtch,A great book!,1393113600
B00GX5LIS4,"[3, 3]",4,"I've read at least 2 dozen of Eve Langlais' works and I've enjoyed each and every single one of them. This time is no different. Two's a Couple, Three's the Law is a different sort of m&eacute;nage reading experience for me. It was written with class and humor as only this author can and does with all of her work. A great read for all fans of the genre :)Chloe is in law. Not the gun toting kind, but the lawyer kind. She enjoys her job to a point, but has desires...cravings for more. More success and more...let's just say other things many would not approve of. She's an intelligent woman and knows (mostly) what she wants out of life. One thing is she DOES NOT want a serious relationship.She's fine with having a friend with occasional benefits. But that's as far as she'll go. She especially does not want a m&eacute;nage relationship. Her parents have had a successful marriage as a m&eacute;nage but Chloe feels it's just not her thing. Or it is?I have to admit while I liked Chloe. There were a few occasions when she got on my nerves, GAWD!All in all a great read with great characters and a very entertaining story line.","12 8, 2013",A3MPS0JFU9NKO3,"DragonRene ""~AVA~""","Two's A Couple, Three's The Law",1386460800
B0088QDNBG,"[1, 1]",5,"The Sacred Breath Box Set is a remarkable collection of fantasy novels, each one having its own dynamic storyline and colorful characters. It was easy to breeze through each book with excitement and curiosity. I must commend the author's ability to pen in a well-written and creative way that allows for adults to shamelessly read paranormal romance and for young adults to read epic fantasy.Drowning Mermaids was engaging immediately as it allows the series to start on a very high note. It combined all the elements of romance with mystery and mystique as well. In Fathoms of Forgiveness, we turn to a much more high-stakes story with an unbelievable amount of conflict. It felt as if I was caught between the odds as Visola was. There is so much to learn and process from both Drowning Mermaids and Fathoms of Forgiveness about relationships and communication.In Boundless Sea, the author, Nadia Scrieva, takes a dramatic move and involves political, geographical, and social shifts that would be difficult for any reader to conceptualize at a surface level. Yet somehow, this incredible book makes those difficult mental leaps seamless and flawlessly delivered. Boundless seas made an incredible impression on me, and may be my favorite of all three. I just think that it is an untouchable book that stands out among similar books in the genre.In the last book of the series, Abyssal Zone brings much unfinished business to a close. As part of a bitter homecoming, the royal Aazuria finds herself in unfamiliar territory. She bravely navigates through her troubles with the wisdom and selflessness that we would expect from someone so regal. Embodying a true heroine, Abyssal Zone, ends the series on a spectacular note.Reading this collection is borderline life-changing. Each book weaves together a magical, paranormal romance wrapped up in epic fantasy. Take your time and enjoy this collection because it will be difficult to find anything that will come close to comparison thereafter.","04 16, 2014",A129U9QD2DWCB8,Let's Read Charles,Well Written and Creative,1397606400
